,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_LATEST_lcl,LAST_DELIVERY_SCHEDULE_LATEST_lcl,CARRIER_SIZE,CARRIER_EFFICIENCY,distance,region_delivery,region_collection,parish_delivery,parish_collection
99,3.5T Van,Box,S35 2PW,LU5 4TP,53.476537,-1.471065,51.897307,-0.50593,2024-01-13 01:00:00+00:00,2024-01-13 04:30:00+00:00,UNKNOWN_1,UNKNOWN_2,187.318952673672,East of England,Yorkshire and The Humber,Houghton Regis,Ecclesfield
100,Tractor Unit,Curtain-Side 13.6M Trailer,PE29 2XR,EH48 2FB,52.315672,-0.157664,55.877803,-3.648558,2024-01-19 16:01:00+00:00,2024-01-22 06:25:00+00:00,UNKNOWN_1,UNKNOWN_2,456.84962906601476,,East of England,,Godmanchester
101,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-18 13:02:00+00:00,2024-01-18 19:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
102,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2024-01-11 16:15:00+00:00,2024-01-11 20:30:00+00:00,BIG,GOOD,165.0958229148429,East Midlands,South West,Castle Donington,Bradley Stoke
103,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH54 8TB,53.295391,-1.066283,55.902768,-3.581976,2024-01-20 10:52:00+00:00,2024-01-21 10:39:00+00:00,MEDIUM,OKAY,332.1927896465237,,East Midlands,,
104,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,TS6 6UD,53.537133,-1.037405,54.602089,-1.140308,2024-01-11 19:00:00+00:00,2024-01-12 07:00:00+00:00,VERY SMALL,BAD,118.64510264524858,North East,Yorkshire and The Humber,"Redcar and Cleveland, unparished area",Armthorpe
105,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753128,-1.722985,53.087056,-2.416485,2024-01-16 19:30:00+00:00,2024-01-17 02:30:00+00:00,SMALL,BAD,87.18915267999421,North West,Yorkshire and The Humber,Crewe,"Kirklees, unparished area"
106,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,ME8 6BY,53.324964,-2.758291,51.369118,0.568841,2024-01-15 14:00:00+00:00,2024-01-16 14:00:00+00:00,UNKNOWN_1,UNKNOWN_2,313.6822155184351,South East,North West,"Medway, unparished area","Halton, unparished area"
107,Tractor Unit,Tractor Only 6x2,DN3 3FF,DN3 3FF,53.537695,-1.031761,53.537695,-1.031761,2024-01-12 07:00:00+00:00,2024-01-12 18:00:00+00:00,SMALL,GOOD,0.0,Yorkshire and The Humber,Yorkshire and The Humber,Armthorpe,Armthorpe
108,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,CV9 2SQ,53.462845,-2.896967,52.583936,-1.557171,2024-01-20 10:01:00+00:00,2024-01-20 17:25:00+00:00,SMALL,BAD,132.6302057239666,West Midlands,North West,Atherstone,"Liverpool, unparished area"
109,Tractor Unit,Temperature-Controlled,HU70,NN6 7SL,53.774942,-0.335823,52.349274,-1.149793,2024-01-15 23:30:00+00:00,2024-01-16 03:30:00+00:00,UNKNOWN_1,UNKNOWN_2,167.6481514046351,East Midlands,,Crick,
110,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-11 10:30:00+00:00,2024-01-11 17:00:00+00:00,SMALL,BAD,139.51587025296902,East Midlands,North West,Braunstone,"Wigan, unparished area"
111,3.5T Van,LWB Van,DE74 2TR,SL3 0BB,52.829374,-1.332134,51.470193,-0.51286,2024-01-15 04:00:00+00:00,2024-01-15 09:30:00+00:00,BIG,GOOD,161.18783647398314,South East,East Midlands,Colnbrook with Poyle,Castle Donington
112,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,WS12 1NR,53.537133,-1.037405,52.703735,-1.983264,2024-01-12 19:00:00+00:00,2024-01-15 09:00:00+00:00,SMALL,BAD,112.15642524136233,West Midlands,Yorkshire and The Humber,Hednesford,Armthorpe
113,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RG2 0PN,53.295391,-1.066283,51.419654,-0.973301,2024-01-19 18:56:00+00:00,2024-01-20 10:47:00+00:00,MEDIUM,BAD,208.7334536482866,South East,East Midlands,"Reading, unparished area",
114,Tractor Unit,Box,BD12 7ER,HP2 7PZ,53.753128,-1.722985,51.771553,-0.439081,2024-01-15 22:30:00+00:00,2024-01-16 02:30:00+00:00,SMALL,OKAY,236.73550930567035,East of England,Yorkshire and The Humber,"Dacorum, unparished area","Kirklees, unparished area"
115,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 08:00:00+00:00,2024-01-12 14:00:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
116,Tractor Unit,Curtain-Side 13.6M Trailer,ME16 0LE,BA16 0BB,51.292639,0.493261,51.127675,-2.741195,2024-01-16 15:00:00+00:00,2024-01-17 09:00:00+00:00,UNKNOWN_1,UNKNOWN_2,226.10941300169185,South West,South East,Street,Aylesford
117,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM20 3EN,53.295391,-1.066283,51.471759,0.275021,2024-01-17 08:55:00+00:00,2024-01-17 17:15:00+00:00,MEDIUM,OKAY,222.33541808488343,,East Midlands,,
118,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RM19 1ND,53.295391,-1.066283,51.480755,0.261461,2024-01-12 13:56:00+00:00,2024-01-13 03:17:00+00:00,VERY SMALL,BAD,221.04244264128144,East of England,East Midlands,"Thurrock, unparished area",
119,Tractor Unit,Curtain-Side 13.6M Trailer,SK13 2NU,LE19 1WY,53.483205,-1.924197,52.601576,-1.18816,2024-01-11 10:30:00+00:00,2024-01-11 17:00:00+00:00,SMALL,OKAY,109.7219204896876,East Midlands,,Braunstone,
120,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19 22:32:00+00:00,2024-01-20 04:30:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
121,Tractor Unit,Curtain-Side 13.6M Trailer,WS10 7WL,B8 1AE,52.543992,-2.030867,52.482568,-1.868331,2024-01-10 09:30:00+00:00,2024-01-10 14:00:00+00:00,MEDIUM,BAD,12.951100919946557,West Midlands,West Midlands,"Birmingham, unparished area","Sandwell, unparished area"
122,3.5T Van,Box,S35 2PW,CA6 4RD,53.476537,-1.471065,54.919263,-2.965315,2024-01-13 23:59:24+00:00,2024-01-14 04:00:00+00:00,UNKNOWN_1,UNKNOWN_2,187.62062544688655,North West,Yorkshire and The Humber,Kingmoor,Ecclesfield
123,Tractor Unit,Curtain-Side 13.6M Trailer,IP24 1HP,NG31 7UH,52.426025,0.736548,52.888113,-0.634948,2024-01-17 09:30:00+00:00,2024-01-17 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,105.84881153657098,East Midlands,East of England,"South Kesteven, unparished area",
124,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 13:00:00+00:00,2024-01-11 19:00:00+00:00,VERY SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
125,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,M32 8RA,53.771668,-1.514934,53.45719,-2.317019,2024-01-18 12:30:00+00:00,2024-01-18 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,63.438584075892095,North West,Yorkshire and The Humber,"Trafford, unparished area",
126,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2024-01-20 19:00:00+00:00,2024-01-21 08:56:00+00:00,SMALL,GOOD,323.639756153718,South East,Yorkshire and The Humber,Faversham,"Bradford, unparished area"
127,3.5T Van,Box,S35 2PW,LU5 4TP,53.476537,-1.471065,51.897307,-0.50593,2024-01-18 01:00:00+00:00,2024-01-18 04:30:00+00:00,UNKNOWN_1,UNKNOWN_2,187.318952673672,East of England,Yorkshire and The Humber,Houghton Regis,Ecclesfield
128,Tractor Unit,Curtain-Side 13.6M Trailer,LE3 8DX,CV2 2TA,52.649535,-1.216071,52.430911,-1.429058,2024-01-18 08:07:00+00:00,2024-01-18 13:37:00+00:00,SMALL,OKAY,28.265693312889763,West Midlands,East Midlands,"Coventry, unparished area",Glenfields
129,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-12 10:30:00+00:00,2024-01-12 17:00:00+00:00,SMALL,OKAY,139.51587025296902,East Midlands,North West,Braunstone,"Wigan, unparished area"
130,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2024-01-18 05:00:00+00:00,2024-01-18 08:45:00+00:00,BIG,GOOD,157.20403566063115,South East,East Midlands,"Reading, unparished area",Castle Donington
131,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,SE6 3JH,53.295391,-1.066283,51.438934,-0.023661,2024-01-19 11:00:00+00:00,2024-01-23 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,218.29124448455488,London,East Midlands,"Lewisham, unparished area",
132,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-18 05:32:00+00:00,2024-01-18 11:30:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
133,Tractor Unit,Box,BD12 7ER,RG19 4BQ,53.753128,-1.722985,51.398689,-1.232386,2024-01-12 19:30:00+00:00,2024-01-13 02:30:00+00:00,MEDIUM,OKAY,263.9733673523327,South East,Yorkshire and The Humber,Thatcham,"Kirklees, unparished area"
134,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 1PT,BT26 6JJ,52.811918,-1.630808,54.474078,-6.104285,2024-01-18 07:00:00+00:00,2024-01-18 08:00:00+00:00,VERY SMALL,BAD,348.02739004829306,,West Midlands,,Burton
135,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,CH62 4TG,53.771668,-1.514934,53.346913,-2.988986,2024-01-13 16:30:00+00:00,2024-01-13 22:00:00+00:00,VERY SMALL,BAD,108.24182008538939,North West,Yorkshire and The Humber,"Wirral, unparished area",
136,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,M32 8RA,53.771668,-1.514934,53.45719,-2.317019,2024-01-13 09:30:00+00:00,2024-01-13 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,63.438584075892095,North West,Yorkshire and The Humber,"Trafford, unparished area",
137,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2024-01-19 23:59:00+00:00,2024-01-20 08:00:00+00:00,UNKNOWN_1,UNKNOWN_2,323.639756153718,South East,Yorkshire and The Humber,Faversham,"Bradford, unparished area"
138,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,LE17 4XN,53.47243,-2.332477,52.462306,-1.246071,2024-01-11 07:30:00+00:00,2024-01-11 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,133.86424737907436,East Midlands,North West,Bitteswell with Bittesby,"Trafford, unparished area"
139,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,WN8 9PL,51.489669,-2.720403,53.530291,-2.768699,2024-01-17 08:30:00+00:00,2024-01-18 15:00:00+00:00,UNKNOWN_1,UNKNOWN_2,227.0015760204662,North West,South West,Up Holland,Pill and Easton-in-Gordano
140,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-15 10:30:00+00:00,2024-01-15 17:00:00+00:00,UNKNOWN_1,UNKNOWN_2,139.51587025296902,East Midlands,North West,Braunstone,"Wigan, unparished area"
141,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-11 03:02:00+00:00,2024-01-11 09:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
142,Tractor Unit,Temperature-Controlled,PE11 2BB,EN9 3BZ,52.802649,-0.133151,51.678414,-0.006624,2024-01-16 02:30:00+00:00,2024-01-16 06:30:00+00:00,UNKNOWN_1,UNKNOWN_2,125.34502211583886,East of England,East Midlands,Waltham Abbey,"South Holland, unparished area"
143,Tractor Unit,Curtain-Side 13.6M Trailer,M38 9PU,ST4 4FA,53.536194,-2.41058,52.983393,-2.181287,2024-01-16 10:30:00+00:00,2024-01-16 17:00:00+00:00,SMALL,BAD,63.352291806714014,West Midlands,North West,"Stoke-on-Trent, unparished area","Salford, unparished area"
144,3.5T Van,LWB Van,CR0 4TD,DE74 2TR,51.383725,-0.138625,52.826322,-1.348973,2024-01-18 16:30:00+00:00,2024-01-18 21:00:00+00:00,BIG,GOOD,180.50671133539166,East Midlands,London,Castle Donington,"Sutton, unparished area"
145,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19 23:02:00+00:00,2024-01-20 05:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
146,3.5T Van,Box,S35 2PW,BS16 7LR,53.476537,-1.471065,51.501707,-2.466686,2024-01-18 00:30:00+00:00,2024-01-18 05:00:00+00:00,UNKNOWN_1,UNKNOWN_2,229.77132500615093,South West,Yorkshire and The Humber,,Ecclesfield
147,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RG2 0PN,53.295391,-1.066283,51.419654,-0.973301,2024-01-19 22:56:00+00:00,2024-01-19 14:17:00+00:00,MEDIUM,OKAY,208.7334536482866,South East,East Midlands,"Reading, unparished area",
148,Tractor Unit,Curtain-Side 13.6M Trailer,SG1 2DL,IG11 0DS,51.900329,-0.217132,51.515717,0.100453,2024-01-11 10:30:00+00:00,2024-01-11 13:00:00+00:00,SMALL,OKAY,48.055251417392945,London,East of England,"Barking and Dagenham, unparished area","Stevenage, unparished area"
149,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,L33 3AN,55.003467,-3.042858,53.470807,-2.849187,2024-01-11 15:00:00+00:00,2024-01-12 15:59:00+00:00,VERY SMALL,OKAY,170.94157789810006,North West,North West,"Knowsley, unparished area",Kirkandrews
150,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DE72 2HP,53.462845,-2.896967,52.867015,-1.314862,2024-01-18 11:01:00+00:00,2024-01-19 06:25:00+00:00,SMALL,BAD,124.5856149820315,East Midlands,North West,Lockington-Hemington,"Liverpool, unparished area"
151,Tractor Unit,Curtain-Side 13.6M Trailer,AL9,AL10 9AB,51.757111,-0.17781,51.752877,-0.242202,2024-01-14 23:59:59+00:00,2024-01-15 23:59:59+00:00,UNKNOWN_1,UNKNOWN_2,4.458595321095045,East of England,,Hatfield,
152,3.5T Van,LWB Van,DE74 2TR,NE11 0JY,52.829374,-1.332134,54.922706,-1.607332,2024-01-12 05:45:00+00:00,2024-01-12 10:05:00+00:00,BIG,GOOD,233.53870411993177,North East,East Midlands,"Gateshead, unparished area",Castle Donington
153,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,RG2 0PN,53.295391,-1.066283,51.419654,-0.973301,2024-01-20 11:55:00+00:00,2024-01-22 06:15:00+00:00,MEDIUM,BAD,208.7334536482866,South East,East Midlands,"Reading, unparished area",
154,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2024-01-17 17:00:00+00:00,2024-01-18 08:55:00+00:00,SMALL,GOOD,261.1676762379297,,Yorkshire and The Humber,,"Bradford, unparished area"
155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,DL3 0UW,53.462845,-2.896967,54.548502,-1.574098,2024-01-16 04:01:00+00:00,2024-01-16 09:25:00+00:00,VERY SMALL,BAD,148.52210556735793,North East,North West,"Darlington, unparished area","Liverpool, unparished area"
156,Tractor Unit,Box,BD12 7ER,BS35 3UT,53.753128,-1.722985,51.602493,-2.52138,2024-01-11 01:30:00+00:00,2024-01-11 07:30:00+00:00,UNKNOWN_1,UNKNOWN_2,245.19498424996058,South West,Yorkshire and The Humber,Thornbury,"Kirklees, unparished area"
157,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FF,BT36 4PX,53.537912,-1.03357,54.671797,-6.000939,2024-01-11 13:00:00+00:00,2024-01-13 15:00:00+00:00,UNKNOWN_1,UNKNOWN_2,347.5348340876085,,Yorkshire and The Humber,,Armthorpe
158,3.5T Van,LWB Van,SL3 0BB,SE14 5RW,51.470809,-0.514738,51.507218,-0.127586,2024-01-18 06:50:00+00:00,2024-01-18 09:35:00+00:00,UNKNOWN_1,UNKNOWN_2,27.117784832879845,London,South East,"Lewisham, unparished area",Colnbrook with Poyle
159,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 18:17:00+00:00,2024-01-12 22:00:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
160,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EH54 5DL,53.462845,-2.896967,55.915026,-3.512191,2024-01-17 15:01:00+00:00,2024-01-18 14:55:00+00:00,UNKNOWN_1,UNKNOWN_2,275.60575016569453,,North West,,"Liverpool, unparished area"
161,Tractor Unit,Box,BD12 7ER,CW1 6FB,53.753128,-1.722985,53.087056,-2.416485,2024-01-12 19:30:00+00:00,2024-01-13 02:30:00+00:00,SMALL,BAD,87.18915267999421,North West,Yorkshire and The Humber,Crewe,"Kirklees, unparished area"
162,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-16 06:47:00+00:00,2024-01-16 12:45:00+00:00,UNKNOWN_1,UNKNOWN_2,198.05846923330537,East Midlands,South West,,Coleford
163,3.5T Van,Box,BD5 8LZ,S35 2PW,53.766832,-1.740516,53.476537,-1.471065,2024-01-15 22:45:00+00:00,2024-01-16 00:30:00+00:00,UNKNOWN_1,UNKNOWN_2,36.85917427715874,Yorkshire and The Humber,Yorkshire and The Humber,Ecclesfield,"Bradford, unparished area"
164,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,SM6 0SU,53.566639,-0.919839,51.346192,-0.149001,2024-01-15 18:00:00+00:00,2024-01-16 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,252.44156970459449,London,Yorkshire and The Humber,"Sutton, unparished area",Hatfield
165,Tractor Unit,Curtain-Side 13.6M Trailer,L33 3AN,CV23 8YH,53.470807,-2.849187,52.352288,-1.176838,2024-01-16 14:00:00+00:00,2024-01-17 07:00:00+00:00,UNKNOWN_1,UNKNOWN_2,167.50785044420712,East Midlands,North West,Kilsby,"Knowsley, unparished area"
166,Tractor Unit,Temperature-Controlled,DN15,DA1 5FD,53.618497,-0.665484,51.458169,0.241912,2024-01-10 20:30:00+00:00,2024-01-11 18:00:00+00:00,UNKNOWN_1,UNKNOWN_2,248.00493479036808,South East,,,
167,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,YO42 1NS,53.462845,-2.896967,53.926673,-0.815074,2024-01-17 16:01:00+00:00,2024-01-18 10:25:00+00:00,UNKNOWN_1,UNKNOWN_2,146.48711286578697,Yorkshire and The Humber,North West,Allerthorpe,"Liverpool, unparished area"
168,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EN3 7NJ,53.295391,-1.066283,51.659423,-0.029856,2024-01-18 17:55:00+00:00,2024-01-19 10:45:00+00:00,VERY SMALL,BAD,195.0398575275324,London,East Midlands,"Enfield, unparished area",
169,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3EG,EH28 8TP,53.295391,-1.066283,55.930782,-3.413508,2024-01-10 14:45:00+00:00,2024-01-11 13:45:00+00:00,VERY SMALL,BAD,329.78202778420194,,East Midlands,,
170,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-15 01:32:00+00:00,2024-01-15 07:30:00+00:00,VERY SMALL,VERY BAD,198.05846923330537,East Midlands,South West,,Coleford
171,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.764125,-1.740145,51.659325,-0.021793,2024-01-19 17:00:00+00:00,2024-01-20 08:55:00+00:00,SMALL,GOOD,261.1676762379297,,Yorkshire and The Humber,,"Bradford, unparished area"
172,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19 11:00:00+00:00,2024-01-19 17:00:00+00:00,VERY SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
173,Tractor Unit,Curtain-Side 13.6M Trailer,DG16 5HT,BD4 0RY,55.003467,-3.042858,53.766426,-1.680383,2024-01-15 15:00:00+00:00,2024-01-16 15:59:00+00:00,UNKNOWN_1,UNKNOWN_2,163.45855674583711,Yorkshire and The Humber,North West,"Bradford, unparished area",Kirkandrews
174,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.764125,-1.740145,51.602415,-2.522567,2024-01-13 05:00:00+00:00,2024-01-13 14:22:00+00:00,SMALL,OKAY,246.16253332699074,South West,Yorkshire and The Humber,Thornbury,"Bradford, unparished area"
175,Tractor Unit,Curtain-Side 13.6M Trailer,SK16 4UG,LE19 1WY,53.467889,-2.096702,52.601576,-1.18816,2024-01-16 10:30:00+00:00,2024-01-16 17:00:00+00:00,SMALL,OKAY,113.91909259605275,East Midlands,North West,Braunstone,"Tameside, unparished area"
176,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,MK17 8DB,53.566639,-0.919839,52.03393,-0.67711,2024-01-17 18:00:00+00:00,2024-01-18 08:00:00+00:00,VERY SMALL,BAD,171.26235041055875,South East,Yorkshire and The Humber,Wavendon,Hatfield
177,Tractor Unit,Curtain-Side 13.6M Trailer,NN4 9BA,OX11 7HJ,52.213462,-0.951036,51.619119,-1.256837,2024-01-12 07:30:00+00:00,2024-01-12 11:00:00+00:00,SMALL,OKAY,69.35782961971842,South East,East Midlands,Sutton Courtenay,Hunsbury Meadows
178,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,AB10 7AY,53.324964,-2.758291,57.121283,-2.126269,2024-01-12 14:00:00+00:00,2024-01-16 16:00:00+00:00,UNKNOWN_1,UNKNOWN_2,424.1584502344873,,North West,,"Halton, unparished area"
179,3.5T Van,LWB Van,WS9 0SW,DE74 2TR,52.593544,-1.938949,52.829374,-1.332134,2024-01-18 19:00:00+00:00,2024-01-18 21:15:00+00:00,BIG,GOOD,48.58120203674968,East Midlands,West Midlands,Castle Donington,"Walsall, unparished area"
180,Tractor Unit,Curtain-Side 13.6M Trailer,DN8 5TE,EH18 1AZ,53.566639,-0.919839,55.895486,-3.09927,2024-01-15 18:00:00+00:00,2024-01-16 08:42:00+00:00,UNKNOWN_1,UNKNOWN_2,294.4028471681378,,Yorkshire and The Humber,,Hatfield
181,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-12 11:47:00+00:00,2024-01-12 17:45:00+00:00,VERY SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
182,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,NN4 9BB,53.293393,-1.074008,52.219429,-0.945841,2024-01-10 10:59:00+00:00,2024-01-10 17:00:00+00:00,SMALL,BAD,119.76794727557524,East Midlands,East Midlands,Hunsbury Meadows,
184,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2024-01-19 12:00:00+00:00,2024-01-19 18:00:00+00:00,SMALL,BAD,198.05846923330537,East Midlands,South West,,Coleford
185,3.5T Van,Box,S35 2PW,RM9 6FF,53.476537,-1.471065,51.528556,0.143058,2024-01-13 01:15:00+00:00,2024-01-13 06:00:00+00:00,UNKNOWN_1,UNKNOWN_2,242.66069401980633,London,Yorkshire and The Humber,"Barking and Dagenham, unparished area",Ecclesfield
186,Tractor Unit,Curtain-Side 13.6M Trailer,WA7 4HP,M8 8EP,53.324964,-2.758291,53.498198,-2.235197,2024-01-12 14:00:00+00:00,2024-01-15 15:00:00+00:00,UNKNOWN_1,UNKNOWN_2,39.67434672725559,North West,North West,"Manchester, unparished area","Halton, unparished area"
187,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601576,-1.18816,2024-01-18 10:30:00+00:00,2024-01-18 17:00:00+00:00,UNKNOWN_1,UNKNOWN_2,139.51587025296902,East Midlands,North West,Braunstone,"Wigan, unparished area"
188,Tractor Unit,Curtain-Side 13.6M Trailer,BS20 7XL,CH6 5PU,51.489669,-2.720403,53.236513,-3.104777,2024-01-15 08:30:00+00:00,2024-01-16 09:30:00+00:00,UNKNOWN_1,UNKNOWN_2,196.0465345099233,,South West,Flint,Pill and Easton-in-Gordano
189,Tractor Unit,Curtain-Side 13.6M Trailer,M17 1RW,LE17 4XN,53.47243,-2.332477,52.462306,-1.246071,2024-01-10 07:30:00+00:00,2024-01-10 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,133.86424737907436,East Midlands,North West,Bitteswell with Bittesby,"Trafford, unparished area"
190,Tractor Unit,Curtain-Side 13.6M Trailer,LS10 1SL,M32 8RA,53.771668,-1.514934,53.45719,-2.317019,2024-01-13 14:30:00+00:00,2024-01-14 13:00:00+00:00,UNKNOWN_1,UNKNOWN_2,63.438584075892095,North West,Yorkshire and The Humber,"Trafford, unparished area",
191,Tractor Unit,Curtain-Side 13.6M Trailer,LE3 8DX,JE2 3ND,52.648951,-1.2175,49.205063,-2.109092,2024-01-19 06:30:00+00:00,2024-01-19 21:00:00+00:00,UNKNOWN_1,UNKNOWN_2,388.1212540218977,,East Midlands,,Glenfields
192,3.5T Van,Box,DE74 2HJ,RG19 4BQ,52.849573,-1.348959,51.399439,-1.23272,2024-01-19 18:30:00+00:00,2024-01-19 21:30:00+00:00,BIG,GOOD,161.49330404132945,South East,East Midlands,Thatcham,Castle Donington
193,Tractor Unit,Box 44ft,BD12 7ER,EN3 7XA,53.747519,-1.733548,51.654826,-0.026769,2024-01-15 18:00:00+00:00,2024-01-16 10:30:00+00:00,SMALL,BAD,259.6275612452261,London,Yorkshire and The Humber,"Enfield, unparished area","Kirklees, unparished area"
194,3.5T Van,Box,S35 2PW,LU5 4TP,53.476537,-1.471065,51.897307,-0.50593,2024-01-14 01:00:00+00:00,2024-01-14 04:30:00+00:00,UNKNOWN_1,UNKNOWN_2,187.318952673672,East of England,Yorkshire and The Humber,Houghton Regis,Ecclesfield
195,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.764125,-1.740145,51.328048,0.877608,2024-01-17 17:00:00+00:00,2024-01-18 08:56:00+00:00,SMALL,GOOD,323.639756153718,South East,Yorkshire and The Humber,Faversham,"Bradford, unparished area"
